Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,9/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Rwanda,RWA,Number of maternal deaths,SH.MMR.DTHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,3400,3000,2800,2500,2100,1800,1600,1500,1500,1300,1200,1200,1100,1100,1000,990,960,
Rwanda,RWA,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,15.5,,,5.6,,10.8,,,12,,11.4,,19.6,
Rwanda,RWA,Use of insecticide-treated bed nets (% of under-5 population),SH.MLR.NETS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,12.6,,,56.5,,69.6,,,74.1,,67.7,,68,
Rwanda,RWA,"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.58,,,,,,,,,,122.98,38.21,69.42,117.9,212.01,326.71,554.51,505.57,
Rwanda,RWA,"Specialist surgical workforce (per 100,000 population)",SH.MED.SAOP.P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,0.75,,
Rwanda,RWA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.008,,,,,0.014,,,,,0.017,,,,,0.017,,,,,0.032,0.031,,0.029,,0.027,,,,0.04,,,,0.04,,,,,,,,,0.019,,0.049,0.024,,,0.052,0.055,0.055,,,0.0998,0.124,0.1408,0.14,0.1346,
Rwanda,RWA,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.413,0.448,,,0.675,0.6654,0.678,,,,,0.8307,,,
Rwanda,RWA,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.359,,,,,,,,,,,,,,
Rwanda,RWA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,,,,,,,,,,,1.253999949,,,,,1.242599964,,,,,1.527999997,1.478099942,,,,,,,,0.867900014,1.65199995,,,,,,,,,,,,,,1.7,,1.6,1.6,,,,,,,,,,,
Rwanda,RWA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,,,,,,,,,,,,,,,,,,,,,,42,48,53,53,52,79,78,79,83,83,89,82,74,25,84,76,66,72,78,74,69,69,90,84,89,95,94,92,95,95,95,97,95,97,96,95,97,99
Rwanda,RWA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,,,,,,,,,,,,,,,,,,,,,,17,38,59,55,50,87,88,80,82,84,91,85,83,23,83,89,73,79,85,90,77,88,96,89,95,99,97,97,97,97,97,98,98,98,98,98,98,97
Rwanda,RWA,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,96,89,95,99,97,97,97,97,97,98,98,98,98,98,98,97
Rwanda,RWA,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,43,54,65,68,58,58,91,81,86,93,95,95,94,95
Rwanda,RWA,"Incidence of HIV (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,9.3,8.6,7.9,7.1,6.3,6.3,6,5.5,4.9,4.5,3.4,2.9,2.7,2.3,2.1,1.7,1.7,1.7,1.6,1.3,1.2,1.1,1,0.9,0.8,0.7,0.6,0.5
Rwanda,RWA,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34000,35000,32000,29000,26000,23000,23000,23000,23000,22000,22000,18000,17000,16000,14000,13000,11000,11000,11000,10000,9000,7700,7100,6200,5600,5000,4500,4000,3600
Rwanda,RWA,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5200,5700,5800,5700,5500,5300,5300,5400,5500,5500,5500,5300,5000,4800,4200,3800,3400,2900,2400,2200,2200,1200,1200,950,710,510,510,510,500
Rwanda,RWA,Adults (ages 15+) newly infected with HIV,SH.HIV.INCD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000,29000,26000,24000,20000,18000,18000,18000,17000,17000,16000,13000,12000,11000,10000,9400,8000,8400,8500,7900,6900,6500,5900,5300,4900,4500,4000,3500,3200
Rwanda,RWA,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,9,15,21,29,35,40,45,52,58,64,71,80,83,87
Rwanda,RWA,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.5,1.5,1.5,1.4,1.3,1.2,1.1,1,0.9,0.8,0.8,0.7,0.7,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.5
Rwanda,RWA,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,4.5,4.7,4.8,4.7,4.5,4.3,4,3.7,3.4,3.2,2.9,2.6,2.4,2.2,2,1.8,1.7,1.7,1.6,1.5,1.5,1.4,1.3,1.2,1.2,1.1,1,0.9
Rwanda,RWA,Children (0-14) living with HIV,SH.HIV.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,13000,14000,15000,15000,16000,18000,20000,23000,25000,26000,27000,27000,27000,26000,26000,25000,24000,23000,22000,21000,20000,19000,18000,17000,15000,14000,13000,12000
Rwanda,RWA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.37535608,25.41623135,26.4672449,27.52839671,28.59968679,29.68111514,30.77268175,31.87438664,32.98622979,34.10821122,35.24033091,36.38258887,37.5349851,38.69751959,39.87019236,41.05300339,42.2459527,43.44904027,
Rwanda,RWA,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.43856101,46.36307216,47.30437509,48.00497682,48.67246546,49.34341133,50.01811062,50.69597097,51.3772896,52.06236215,52.75059581,53.44228797,54.13773309,54.8363394,55.5431414,56.25843563,56.9816187,57.71327853,
Rwanda,RWA,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.74022114,71.39391793,72.0504709,72.70988004,73.37214536,74.03726685,74.70524451,75.37607834,76.04976835,76.72631453,77.40571689,78.08797542,78.77309012,79.461061,80.15188805,80.84557127,81.54211067,82.24150624,
Rwanda,RWA,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.99945514,41.65583066,42.31578714,42.97932459,43.646443,44.31714238,44.99142272,45.66928403,46.35072631,47.03574955,47.72435376,48.41653893,49.11230507,49.81165217,50.51458024,51.22108927,51.93117927,52.64485024,
Rwanda,RWA,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,,,,,,,,11.5,,,,,17.4,,,38.8,,61.5,61.5,,,,65.9,,,
Rwanda,RWA,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,60.5,59.9,59.4,59.1,58.9,58.8,58.8,58.8,58.8,58.8,58.8,59,59.3,59.6,60.2,60.8,61.2,61.3,60.7,59.3,57.4,55,52.6,50.3,48.2,46.3,44.4,42.7,41.3,40.4,40.1,40.3,40.9,41.7,43.8,43.6,42.7,43,43,41.8,40.5,39,37.2,35.1,33,31,29.2,27.5,26,24.5,23.1,21.7,20.5,19.5,18.6,17.9,17.3,16.7,15.9
Rwanda,RWA,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,,,,,22.4,,,,,19.2,,,,,18.3,18.2,,
Rwanda,RWA,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",SH.DYN.NCOM.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.1,,,,,23.5,,,,,20.7,,,,,19.7,19.6,,
Rwanda,RWA,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",SH.DYN.NCOM.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2,,,,,21.7,,,,,18.2,,,,,17.1,17,,
Rwanda,RWA,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.7,,,,,,,,,,191,,,,,,,,,,67.8,,,,,44.7,,,38.4
Rwanda,RWA,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.2,,,,,,,,,,174.8,,,,,,,,,,59,,,,,37.5,,,31.8
Rwanda,RWA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,220.2,215.9,212.5,210.5,209.6,209.8,210.7,212.5,215.1,218.2,221.4,225,229.3,234.8,241.1,247.2,251.2,251.2,245.1,233.7,218.6,202.1,187,175.6,167.3,161,156.2,152.6,150.7,150.7,153.6,159.7,168.3,186,286,243.5,186,208.5,226.1,191,183.1,169.6,154.6,139.3,124.2,110.4,98.3,87.8,78.6,70.7,63.5,56.8,51.7,47.5,44.1,41.3,38.8,36.9,35.3
Rwanda,RWA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,4.9,5.4,5.7,5.9,6,5.9,5.8,5.7,5.4,5.2,4.9,4.6,4.3,4,3.8,3.6,3.5,3.5,3.4,3.3,3.3,3.2,3.1,3,2.9,2.7,2.6,2.5
Rwanda,RWA,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.6,54.4,55.1,55.8,56.3,56.8,57.2,57.5,57.7,58,58.2,58.6,58.9,59.2,59.5,59.8,60.1,60.3,60.5,60.7,60.9,61,61.1,61.3,61.4,61.5,61.6,61.7,61.8
Rwanda,RWA,"Probability of dying at age 5-14 years (per 1,000 children age 5)",SH.DYN.0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5,,,,,,,,,,62.8,,,,,,,,,,20.7,,,,,12.5,,,10.4
Rwanda,RWA,Number of neonatal deaths,SH.DTH.NMRT,,9135,9174,9235,9344,9482,9684,9932,10232,10575,10980,11443,11985,12580,13234,13934,14620,15236,15682,15905,15947,15825,15642,15447,15242,14966,14558,14079,13569,13098,12733,12478,12305,12241,12614,12416,12142,12280,12412,12278,12144,11943,11631,11229,10761,10274,9783,9312,8863,8433,8013,7611,7265,7003,6820,6658,6542,6421,6215
Rwanda,RWA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,,,,,,,,,,35.2,,,,,42.8,44,,
Rwanda,RWA,Number of under-five deaths,SH.DTH.MORT,,31761,31712,31840,32164,32689,33420,34423,35699,37237,38991,41016,43418,46288,49524,52910,56004,58226,58938,58224,56377,53985,51797,50423,49730,49345,49059,48773,48571,48594,49204,50458,52167,56660,88826,71366,52444,59031,64411,54263,52723,49625,46085,42397,38600,35007,31744,28826,26162,23782,21597,19502,17952,16715,15767,15010,14374,13917,13497
Rwanda,RWA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,12.3,,,,,13.4,13.5,,
Rwanda,RWA,Number of infant deaths,SH.DTH.IMRT,19104,18995,18945,19008,19197,19521,19988,20629,21441,22414,23524,24808,26322,28097,30075,32133,34023,35414,35929,35589,34591,33353,32223,31515,31170,30928,30659,30310,29935,29595,29563,29894,30494,31611,35937,32844,31029,32212,32995,31583,31583,30136,28370,26433,24265,22267,20459,18853,17441,16238,15066,13770,12950,12256,11719,11316,10976,10715,10435
Rwanda,RWA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.8,,,,,,,,,,52.5,,,,,43.7,42.4,,
Rwanda,RWA,Number of deaths ages 5-14 years,SH.DTH.0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17124,,,,,,,,,,14536,,,,,,,,,,5485,,,,,3691,,,3263
Rwanda,RWA,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,19,,18.5,,,,,37.2,,,,,,,,
Rwanda,RWA,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,7,,5.1,,,,,13,,,,,,,,
Rwanda,RWA,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6,31.1,29.6,28.2,27,25.9,24.9,24,23.2,22.6,22,21.5,21.2,20.9,20.7,20.4,20,19.6,19.2,18.9,18.8,18.9,19.2,19.6,20.2,21.1,22.1,,
Rwanda,RWA,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7,62.2,60.6,58.9,57.5,55.9,54.4,52.9,51.7,50.6,49.7,48.7,47.7,47.1,46.2,45.1,44,43,41.8,40.7,39.8,39,38.3,37.6,37,36.5,36.2,,
Rwanda,RWA,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3,30.9,29.4,28.1,27,25.9,25,24.1,23.4,22.7,22.2,21.7,21.4,21.1,20.8,20.5,20.2,19.8,19.4,19.1,19,19.1,19.4,19.9,20.4,21.3,22.3,,
Rwanda,RWA,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",SH.ALC.PCAP.MA.LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,,,,,,16,,
Rwanda,RWA,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,,,,,,9,,
Rwanda,RWA,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",SH.ALC.PCAP.FE.LI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,2.9,,
Rwanda,RWA,Women who believe a husband is justified in beating his wife when she refuses sex with him (%),SG.VAW.REFU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3,,,,,13.9,,,,,36.6,,,,,24.4,,,
Rwanda,RWA,Women who believe a husband is justified in beating his wife (any of five reasons) (%),SG.VAW.REAS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.3,,,,,48,,,,,56.2,,,,,41.4,,,
Rwanda,RWA,Women who believe a husband is justified in beating his wife when she neglects the children (%),SG.VAW.NEGL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.4,,,,,41.1,,,,,43.6,,,,,29.4,,,
Rwanda,RWA,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),SG.VAW.GOES.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,,,,,26.3,,,,,35.8,,,,,22.3,,,
Rwanda,RWA,Women who believe a husband is justified in beating his wife when she burns the food (%),SG.VAW.BURN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,,,,,10.7,,,,,18.8,,,,,8.9,,,
Rwanda,RWA,Women who believe a husband is justified in beating his wife when she argues with him (%),SG.VAW.ARGU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,,,,,7.3,,,,,32.7,,,,,20.4,,,
Rwanda,RWA,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),SG.VAW.1549.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,,,
Rwanda,RWA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,Nondiscrimination clause mentions gender in the constitution (1=yes; 0=no),SG.NOD.CONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,
Rwanda,RWA,Mothers are guaranteed an equivalent position after maternity leave (1=yes; 0=no),SG.MMR.LEVE.EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,
Rwanda,RWA,Legislation exists on domestic violence (1=yes; 0=no),SG.LEG.DVAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1
Rwanda,RWA,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),SG.LAW.NODC.HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,0,
Rwanda,RWA,Law mandates paid or unpaid maternity leave (1=yes; 0=no),SG.LAW.LEVE.PU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,
Rwanda,RWA,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),SG.LAW.EQRM.WK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
Rwanda,RWA,Law prohibits or invalidates child or early marriage (1=yes; 0=no),SG.LAW.CHMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
Rwanda,RWA,Nonpregnant and nonnursing women can do the same jobs as men (1=yes; 0=no),SG.JOB.NOPN.EQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,
Rwanda,RWA,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,,,,,,,17.1,17.1,17.1,25.7,25.7,25.7,48.8,48.8,48.8,48.8,48.8,56.3,56.3,56.3,56.3,56.3,63.8,63.8,63.8,63.8,61.3,61.3
Rwanda,RWA,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",SG.DMK.SRCR.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1,,,,,69.5,,,
Rwanda,RWA,"Women participating in the three decisions (own health care, major household purchases, and visiting family) (% of women age 15-49)",SG.DMK.ALLD.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.3,,,,,47.1,,,,,58.7,,,,,65.4,,,
Rwanda,RWA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,2.150209904,2.232470036,2.441279888,2.666330099,4.392970085,,,,,,3.505779982,3.335340023,3.746629953,,,,,,,,,,4.57848978,4.09510994,5.666069984,,,,,,4.24104023,3.732569933,,4.885749817,4.650479794,4.637650013,4.9489398,4.30546999,3.751460075,3.539789915,3.205699921,
Rwanda,RWA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.25066948,18.83532906,25.31314087,,,,,,17.78655052,15.59150982,,17.54805946,15.34337997,15.81546974,16.85963058,13.73431969,12.5390501,12.27838993,11.07960987,
Rwanda,RWA,Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,,,,,,,,,,,,,,,,,,14.78701019,12.4678297,14.75876999,13.53750992,10.49660015,,,,,,16.37270927,15.74983978,16.4912796,,,,,,,,,,,34.65164185,,,,,,,25.4119606,25.40973091,,22.7496891,18.43490982,13.26898003,14.02210045,,20.85791969,,,
Rwanda,RWA,"Government expenditure per student, tertiary (% of GDP per capita)",SE.XPD.TERT.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217.126953,,,,,317.6290894,,248.2569275,204.0326538,,176.7757263,119.2379837,90.33293152,97.08078766,,110.5057297,,,
Rwanda,RWA,Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,,,,,,,,,,,,,,,,,,17.34922028,16.98913002,15.48838997,18.8560009,12.45431995,,,,,,14.59235001,17.76358986,16.93437004,,,,,,,,,,,16.68292046,,,,,,,19.75946999,24.98727036,,30.68116951,37.64952087,36.48545074,41.71371078,,42.62479019,52.82524109,,
Rwanda,RWA,"Government expenditure per student, secondary (% of GDP per capita)",SE.XPD.SECO.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.3008194,,,,,,,29.70527077,31.43530083,,35.14258957,36.88214874,33.27758026,38.27114105,,31.94893074,37.99618149,,
Rwanda,RWA,Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,,,,,,,,,,,,,,,,,,,65.9234314,61.28686905,64.79093933,74.7290802,,,,,,62.3294487,62.36083984,63.76350021,,,,,,,,,,,48.17784882,,,,,,,46.26699066,45.59537888,,36.73722076,31.84639931,36.24898148,30.11024094,,32.66495132,34.61111832,,
Rwanda,RWA,"Government expenditure per student, primary (% of GDP per capita)",SE.XPD.PRIM.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.06005001,,,,,8.569840431,,8.620459557,7.543429852,,7.788539886,6.482160091,7.382460117,6.692659855,,5.672959805,5.595680237,,
Rwanda,RWA,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.52278137,79.70279694,58.23764038,,,,,,94.45458984,88.94213104,,83.87632751,84.41075897,92.4464035,90.12506104,,89.21211243,86.95731354,,
Rwanda,RWA,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",SE.XPD.CTER.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.40428162,90.8078537,83.71098328,82.22149658,,17.12291908,18.93601036,,
Rwanda,RWA,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",SE.XPD.CSEC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.80348969,83.14508057,,76.78025055,64.75370789,91.37625885,85.63520813,,85.26368713,82.45536041,,
Rwanda,RWA,"Current education expenditure, primary (% of total expenditure in primary public institutions)",SE.XPD.CPRM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.57959747,84.45535278,,82.4702301,99.14156342,93.94335175,95.49432373,,99.53862762,97.60250854,,
Rwanda,RWA,"Tertiary education, academic staff (% female)",SE.TER.TCHR.FE.ZS,,,,,,,,,,,,10.41666985,,15.65217018,19.14893913,11.48649025,,13.95349026,9.389670372,,11.79039001,8.75,,,5.245900154,,6.042300224,5.203619957,5.758160114,,5.108359814,,,,,,,,,9.951459885,15.04201984,15.02670002,12.64000034,13.27892971,12.08285046,12.1078701,,,,,16.22480965,,,16.86746979,19.1559391,19.58976936,17.34653091,20.82366943,
Rwanda,RWA,"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,,,,,,,,,,,,0.298200011,,0.35751,0.32198,0.444249988,,0.469300002,0.460579991,,0.501929998,0.492879987,,,0.618650019,0.66444999,0.696500003,0.671130002,0.70472002,0.77135998,0.983089983,,,,,,,,,,,2.27699995,2.645060062,3.078769922,3.491019964,,,,,5.628620148,6.41091013,7.85435009,7.407189846,8.522000313,8.357959747,8.966710091,9.101360321,8.113820076,
Rwanda,RWA,"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,,,,,,,,,,,,0.03025,,0.041639999,0.05697,0.06098,,0.04465,0.044089999,,0.049040001,0.051890001,,,0.092979997,0.108939998,0.105810001,0.123470001,0.150979996,0.191760004,0.222690001,,,,,,,,,,,1.067749977,1.24526,1.599370003,1.991340041,,,,,4.350120068,5.018509865,5.922609806,5.987420082,6.705279827,6.938519955,6.966149807,6.949639797,7.178319931,
